Sender,Receiver,score,Ligand,Receptor
Malignant,Tcell,1.004970670197782e-08,SEMA7A,ITGB1
Stroma,Tcell,0.0,SEMA7A,ITGB1
Tcell,Tcell,0.0001435908074039357,SEMA7A,ITGB1
Bcell,Bcell,2.5666548897698586e-05,SEMA7A,ITGA1
Endothelial,Bcell,0.0,SEMA7A,ITGA1
Macrophage,Bcell,1.1066484847920942e-09,SEMA7A,ITGA1
Malignant,Bcell,5.602771988500122e-08,SEMA7A,ITGA1
Stroma,Bcell,0.0,SEMA7A,ITGA1
Tcell,Bcell,0.0,SEMA7A,ITGA1
Bcell,Endothelial,0.0,SEMA7A,ITGA1
Endothelial,Endothelial,5.0123490740433676e-05,SEMA7A,ITGA1
Macrophage,Endothelial,2.155752368154425e-08,SEMA7A,ITGA1
Malignant,Endothelial,1.220338305769038e-07,SEMA7A,ITGA1
Stroma,Endothelial,1.0858780008062769e-09,SEMA7A,ITGA1
Tcell,Endothelial,0.0,SEMA7A,ITGA1
Bcell,Macrophage,2.9840761264386217e-09,SEMA7A,ITGA1
Endothelial,Macrophage,3.0754740753443813e-09,SEMA7A,ITGA1
Macrophage,Macrophage,1.0327057543464102e-05,SEMA7A,ITGA1
Malignant,Macrophage,1.6211852068282415e-07,SEMA7A,ITGA1
Stroma,Macrophage,1.4580526888891788e-08,SEMA7A,ITGA1
Tcell,Macrophage,0.0,SEMA7A,ITGA1
Bcell,Malignant,2.1019011084456144e-08,SEMA7A,ITGA1
Endothelial,Malignant,1.0314398930881164e-07,SEMA7A,ITGA1
Macrophage,Malignant,9.361646866425607e-08,SEMA7A,ITGA1
Malignant,Malignant,9.714018770399449e-07,SEMA7A,ITGA1
Stroma,Malignant,4.1544859719175383e-07,SEMA7A,ITGA1
Tcell,Malignant,5.971405623420293e-11,SEMA7A,ITGA1
Bcell,Stroma,3.0430682620525925e-09,SEMA7A,ITGA1
Endothelial,Stroma,2.772508050789529e-08,SEMA7A,ITGA1
Macrophage,Stroma,0.0,SEMA7A,ITGA1
Malignant,Stroma,2.3658424001979558e-07,SEMA7A,ITGA1
Stroma,Stroma,3.4410074582635364e-06,SEMA7A,ITGA1
Tcell,Stroma,0.0,SEMA7A,ITGA1
Bcell,Tcell,8.95691974201437e-09,SEMA7A,ITGA1
Endothelial,Tcell,6.044486948301149e-09,SEMA7A,ITGA1
Macrophage,Tcell,1.4008457556807342e-05,SEMA7A,ITGA1
Malignant,Tcell,1.0409563903850877e-08,SEMA7A,ITGA1
Stroma,Tcell,0.0,SEMA7A,ITGA1
Tcell,Tcell,7.202942080589426e-05,SEMA7A,ITGA1
Bcell,Bcell,3.7621341606312794e-05,SEMA7A,ITGB1
Endothelial,Bcell,0.0,SEMA7A,ITGB1
Macrophage,Bcell,4.65268392211553e-08,SEMA7A,ITGB1
Malignant,Bcell,7.439281417006725e-09,SEMA7A,ITGB1
Stroma,Bcell,0.0,SEMA7A,ITGB1
Tcell,Bcell,0.0,SEMA7A,ITGB1
Bcell,Endothelial,0.0,SEMA7A,ITGB1
Endothelial,Endothelial,6.820176770454853e-05,SEMA7A,ITGB1
Macrophage,Endothelial,1.7153497889733551e-07,SEMA7A,ITGB1
Malignant,Endothelial,1.771031511614771e-08,SEMA7A,ITGB1
Stroma,Endothelial,4.589155751526009e-07,SEMA7A,ITGB1
Tcell,Endothelial,1.2424840875176677e-06,SEMA7A,ITGB1
Bcell,Macrophage,2.3823539454534993e-08,SEMA7A,ITGB1
Endothelial,Macrophage,4.028582760965515e-09,SEMA7A,ITGB1
Macrophage,Macrophage,3.5984738590824487e-05,SEMA7A,ITGB1
Malignant,Macrophage,5.040998777821562e-08,SEMA7A,ITGB1
Stroma,Macrophage,9.664691077627831e-08,SEMA7A,ITGB1
Tcell,Macrophage,8.773729894331305e-07,SEMA7A,ITGB1
Bcell,Malignant,7.448195228593076e-09,SEMA7A,ITGB1
Endothelial,Malignant,1.8437593707511512e-08,SEMA7A,ITGB1
Macrophage,Malignant,1.9561572356357064e-08,SEMA7A,ITGB1
Malignant,Malignant,2.2883578684757064e-06,SEMA7A,ITGB1
Stroma,Malignant,3.9840231636709344e-07,SEMA7A,ITGB1
Tcell,Malignant,3.271123033960598e-08,SEMA7A,ITGB1
Bcell,Stroma,3.2693865567445124e-10,SEMA7A,ITGB1
Endothelial,Stroma,7.053382685888097e-08,SEMA7A,ITGB1
Macrophage,Stroma,7.02595952699901e-08,SEMA7A,ITGB1
Malignant,Stroma,4.034849297499716e-08,SEMA7A,ITGB1
Stroma,Stroma,1.1684299324010626e-05,SEMA7A,ITGB1
Tcell,Stroma,5.699135702691241e-07,SEMA7A,ITGB1
Bcell,Tcell,1.2602175335190793e-07,SEMA7A,ITGB1
Endothelial,Tcell,2.0753296771605986e-07,SEMA7A,ITGB1
Macrophage,Tcell,7.554524291513948e-07,SEMA7A,ITGB1
Malignant,Tcell,1.004970670197782e-08,SEMA7A,ITGB1
Stroma,Tcell,0.0,SEMA7A,ITGB1
Tcell,Tcell,0.0001435908074039357,SEMA7A,ITGB1
Bcell,Bcell,0.000604749236578374,SERPINE1,ITGAV
Endothelial,Bcell,5.8200616009622845e-06,SERPINE1,ITGAV
Macrophage,Bcell,3.356900112310385e-06,SERPINE1,ITGAV
Malignant,Bcell,1.7768921876262171e-07,SERPINE1,ITGAV
Stroma,Bcell,1.1950944772054619e-05,SERPINE1,ITGAV
Tcell,Bcell,1.994363755596319e-06,SERPINE1,ITGAV
Bcell,Endothelial,1.473735926019408e-07,SERPINE1,ITGAV
Endothelial,Endothelial,0.0002702626010465958,SERPINE1,ITGAV
Macrophage,Endothelial,1.3539684354580793e-05,SERPINE1,ITGAV
Malignant,Endothelial,1.7671353820325144e-06,SERPINE1,ITGAV
Stroma,Endothelial,1.8043775470669226e-05,SERPINE1,ITGAV
Tcell,Endothelial,3.8474025984559e-08,SERPINE1,ITGAV
Bcell,Macrophage,2.1435154404136257e-05,SERPINE1,ITGAV
Endothelial,Macrophage,1.6715965149022738e-06,SERPINE1,ITGAV
Macrophage,Macrophage,0.00010356376097442476,SERPINE1,ITGAV
Malignant,Macrophage,1.0660458543091792e-06,SERPINE1,ITGAV
Stroma,Macrophage,2.739529511175151e-06,SERPINE1,ITGAV
Tcell,Macrophage,7.909326409966723e-06,SERPINE1,ITGAV
Bcell,Malignant,1.983660872588568e-06,SERPINE1,ITGAV
Endothelial,Malignant,5.098586058713115e-07,SERPINE1,ITGAV
Macrophage,Malignant,1.2152244795914577e-06,SERPINE1,ITGAV
Malignant,Malignant,6.927698494271447e-06,SERPINE1,ITGAV
Stroma,Malignant,1.073624427896154e-06,SERPINE1,ITGAV
Tcell,Malignant,2.167436485865615e-06,SERPINE1,ITGAV
Bcell,Stroma,8.910364861044992e-06,SERPINE1,ITGAV
Endothelial,Stroma,3.382717962406796e-06,SERPINE1,ITGAV
Macrophage,Stroma,1.9669716425680307e-06,SERPINE1,ITGAV
Malignant,Stroma,1.7057487027056196e-06,SERPINE1,ITGAV
Stroma,Stroma,4.1539622549597116e-05,SERPINE1,ITGAV
Tcell,Stroma,2.6149627461782024e-08,SERPINE1,ITGAV
Bcell,Tcell,1.1162064501508349e-06,SERPINE1,ITGAV
Endothelial,Tcell,1.2907628897426808e-05,SERPINE1,ITGAV
Macrophage,Tcell,2.960216569120251e-06,SERPINE1,ITGAV
Malignant,Tcell,1.614791340756028e-06,SERPINE1,ITGAV
Stroma,Tcell,1.5646992407524924e-06,SERPINE1,ITGAV
Tcell,Tcell,0.0003289876217406434,SERPINE1,ITGAV
Bcell,Bcell,0.0009980622335694625,SERPINE1,ITGB5
Endothelial,Bcell,2.9990412203584195e-06,SERPINE1,ITGB5
Macrophage,Bcell,4.6780872560541285e-06,SERPINE1,ITGB5
Malignant,Bcell,3.420900253230714e-07,SERPINE1,ITGB5
Stroma,Bcell,7.051389474914041e-06,SERPINE1,ITGB5
Tcell,Bcell,4.649854091755958e-07,SERPINE1,ITGB5
Bcell,Endothelial,8.776264128538278e-07,SERPINE1,ITGB5
Endothelial,Endothelial,0.00040138873865247775,SERPINE1,ITGB5
Macrophage,Endothelial,1.066252923550114e-05,SERPINE1,ITGB5
Malignant,Endothelial,6.15916222329836e-07,SERPINE1,ITGB5
Stroma,Endothelial,1.9077527734415796e-05,SERPINE1,ITGB5
Tcell,Endothelial,4.200774654782793e-06,SERPINE1,ITGB5
Bcell,Macrophage,9.329810283571827e-06,SERPINE1,ITGB5
Endothelial,Macrophage,5.011543391861032e-06,SERPINE1,ITGB5
Macrophage,Macrophage,0.00018162243594793394,SERPINE1,ITGB5
Malignant,Macrophage,4.99905422969751e-07,SERPINE1,ITGB5
Stroma,Macrophage,1.308731019041813e-06,SERPINE1,ITGB5
Tcell,Macrophage,1.0080432849157201e-05,SERPINE1,ITGB5
Bcell,Malignant,9.73517509796542e-07,SERPINE1,ITGB5
Endothelial,Malignant,8.710690917634031e-07,SERPINE1,ITGB5
Macrophage,Malignant,7.647075831830096e-07,SERPINE1,ITGB5
Malignant,Malignant,1.0970123694359505e-05,SERPINE1,ITGB5
Stroma,Malignant,1.074391278498484e-06,SERPINE1,ITGB5
Tcell,Malignant,7.575003705555606e-07,SERPINE1,ITGB5
Bcell,Stroma,2.011128673629354e-06,SERPINE1,ITGB5
Endothelial,Stroma,4.524077131835334e-06,SERPINE1,ITGB5
Macrophage,Stroma,1.8356382102246106e-06,SERPINE1,ITGB5
Malignant,Stroma,1.5890460440819486e-06,SERPINE1,ITGB5
Stroma,Stroma,8.58045581878246e-05,SERPINE1,ITGB5
Tcell,Stroma,8.055037913187489e-07,SERPINE1,ITGB5
Bcell,Tcell,0.00023591118221304172,SERPINE1,ITGB5
Endothelial,Tcell,1.1808835301674879e-05,SERPINE1,ITGB5
Macrophage,Tcell,2.9937637978106834e-05,SERPINE1,ITGB5
Malignant,Tcell,9.905061669858875e-07,SERPINE1,ITGB5
Stroma,Tcell,8.774685858644824e-07,SERPINE1,ITGB5
Tcell,Tcell,0.0007087029896714341,SERPINE1,ITGB5
Bcell,Bcell,0.0,SIRPG,CD47
Endothelial,Bcell,0.0,SIRPG,CD47
Macrophage,Bcell,0.0,SIRPG,CD47
Malignant,Bcell,0.0,SIRPG,CD47
Stroma,Bcell,0.0,SIRPG,CD47
Tcell,Bcell,0.0,SIRPG,CD47
Bcell,Endothelial,0.0,SIRPG,CD47
Endothelial,Endothelial,0.0,SIRPG,CD47
Macrophage,Endothelial,0.0,SIRPG,CD47
Malignant,Endothelial,2.7743432517332855e-08,SIRPG,CD47
Stroma,Endothelial,0.0,SIRPG,CD47
Tcell,Endothelial,0.0,SIRPG,CD47
Bcell,Macrophage,0.0,SIRPG,CD47
Endothelial,Macrophage,0.0,SIRPG,CD47
Macrophage,Macrophage,0.0,SIRPG,CD47
Malignant,Macrophage,0.0,SIRPG,CD47
Stroma,Macrophage,0.0,SIRPG,CD47
Tcell,Macrophage,0.0,SIRPG,CD47
Bcell,Malignant,0.0,SIRPG,CD47
Endothelial,Malignant,0.0,SIRPG,CD47
Macrophage,Malignant,0.0,SIRPG,CD47
Malignant,Malignant,4.6859365688382246e-07,SIRPG,CD47
Stroma,Malignant,3.721825134576685e-08,SIRPG,CD47
Tcell,Malignant,0.0,SIRPG,CD47
Bcell,Stroma,0.0,SIRPG,CD47
Endothelial,Stroma,0.0,SIRPG,CD47
Macrophage,Stroma,0.0,SIRPG,CD47
Malignant,Stroma,1.2716101901097863e-10,SIRPG,CD47
Stroma,Stroma,2.732598213668347e-06,SIRPG,CD47
Tcell,Stroma,0.0,SIRPG,CD47
Bcell,Tcell,0.0,SIRPG,CD47
Endothelial,Tcell,0.0,SIRPG,CD47
Macrophage,Tcell,0.0,SIRPG,CD47
Malignant,Tcell,0.0,SIRPG,CD47
Stroma,Tcell,0.0,SIRPG,CD47
Tcell,Tcell,0.0,SIRPG,CD47
Bcell,Bcell,0.00024545644858424117,SLIT2,APP
Endothelial,Bcell,0.0,SLIT2,APP
Macrophage,Bcell,3.9033045201196465e-08,SLIT2,APP
Malignant,Bcell,1.345840644138466e-06,SLIT2,APP
Stroma,Bcell,5.203406199872636e-07,SLIT2,APP
Tcell,Bcell,1.5697004126612223e-06,SLIT2,APP
Bcell,Endothelial,7.825133397048536e-07,SLIT2,APP
Endothelial,Endothelial,0.0001407672218430567,SLIT2,APP
Macrophage,Endothelial,4.072973698163213e-07,SLIT2,APP
Malignant,Endothelial,1.666653248060816e-07,SLIT2,APP
Stroma,Endothelial,4.0501534394162583e-07,SLIT2,APP
Tcell,Endothelial,2.820795403292594e-07,SLIT2,APP
Bcell,Macrophage,3.265312215506519e-07,SLIT2,APP
Endothelial,Macrophage,1.2553200333028382e-07,SLIT2,APP
Macrophage,Macrophage,5.708495942931724e-05,SLIT2,APP
Malignant,Macrophage,5.79177047774704e-07,SLIT2,APP
Stroma,Macrophage,3.175468480210215e-07,SLIT2,APP
Tcell,Macrophage,5.415739792735412e-07,SLIT2,APP
Bcell,Malignant,7.04036229270127e-08,SLIT2,APP
Endothelial,Malignant,7.331034127429555e-07,SLIT2,APP
Macrophage,Malignant,1.4745468222075344e-07,SLIT2,APP
Malignant,Malignant,5.598958257350295e-06,SLIT2,APP
Stroma,Malignant,3.22674658254284e-07,SLIT2,APP
Tcell,Malignant,6.815743410730345e-08,SLIT2,APP
Bcell,Stroma,2.5515275654825086e-07,SLIT2,APP
Endothelial,Stroma,5.254569260879115e-06,SLIT2,APP
Macrophage,Stroma,3.966808848145375e-07,SLIT2,APP
Malignant,Stroma,4.437248211753241e-07,SLIT2,APP
Stroma,Stroma,3.608072253231651e-05,SLIT2,APP
Tcell,Stroma,3.428843850458735e-08,SLIT2,APP
Bcell,Tcell,1.0276301661526674e-06,SLIT2,APP
Endothelial,Tcell,0.0,SLIT2,APP
Macrophage,Tcell,9.821280574988204e-08,SLIT2,APP
Malignant,Tcell,3.580091897647013e-08,SLIT2,APP
Stroma,Tcell,9.063669095991253e-07,SLIT2,APP
Tcell,Tcell,0.0003814449891453521,SLIT2,APP
Bcell,Bcell,0.00024545644858424117,SLIT2,APP
Endothelial,Bcell,0.0,SLIT2,APP
Macrophage,Bcell,3.9033045201196465e-08,SLIT2,APP
Malignant,Bcell,1.345840644138466e-06,SLIT2,APP
Stroma,Bcell,5.203406199872636e-07,SLIT2,APP
Tcell,Bcell,1.5697004126612223e-06,SLIT2,APP
Bcell,Endothelial,7.825133397048536e-07,SLIT2,APP
Endothelial,Endothelial,0.0001407672218430567,SLIT2,APP
Macrophage,Endothelial,4.072973698163213e-07,SLIT2,APP
Malignant,Endothelial,1.666653248060816e-07,SLIT2,APP
Stroma,Endothelial,4.0501534394162583e-07,SLIT2,APP
Tcell,Endothelial,2.820795403292594e-07,SLIT2,APP
Bcell,Macrophage,3.265312215506519e-07,SLIT2,APP
Endothelial,Macrophage,1.2553200333028382e-07,SLIT2,APP
Macrophage,Macrophage,5.708495942931724e-05,SLIT2,APP
Malignant,Macrophage,5.79177047774704e-07,SLIT2,APP
Stroma,Macrophage,3.175468480210215e-07,SLIT2,APP
Tcell,Macrophage,5.415739792735412e-07,SLIT2,APP
Bcell,Malignant,7.04036229270127e-08,SLIT2,APP
Endothelial,Malignant,7.331034127429555e-07,SLIT2,APP
Macrophage,Malignant,1.4745468222075344e-07,SLIT2,APP
Malignant,Malignant,5.598958257350295e-06,SLIT2,APP
Stroma,Malignant,3.22674658254284e-07,SLIT2,APP
Tcell,Malignant,6.815743410730345e-08,SLIT2,APP
Bcell,Stroma,2.5515275654825086e-07,SLIT2,APP
Endothelial,Stroma,5.254569260879115e-06,SLIT2,APP
Macrophage,Stroma,3.966808848145375e-07,SLIT2,APP
Malignant,Stroma,4.437248211753241e-07,SLIT2,APP
Stroma,Stroma,3.608072253231651e-05,SLIT2,APP
Tcell,Stroma,3.428843850458735e-08,SLIT2,APP
Bcell,Tcell,1.0276301661526674e-06,SLIT2,APP
Endothelial,Tcell,0.0,SLIT2,APP
Macrophage,Tcell,9.821280574988204e-08,SLIT2,APP
Malignant,Tcell,3.580091897647013e-08,SLIT2,APP
Stroma,Tcell,9.063669095991253e-07,SLIT2,APP
Tcell,Tcell,0.0003814449891453521,SLIT2,APP
Bcell,Bcell,0.00024545644858424117,SLIT2,APP
Endothelial,Bcell,0.0,SLIT2,APP
Macrophage,Bcell,3.9033045201196465e-08,SLIT2,APP
Malignant,Bcell,1.345840644138466e-06,SLIT2,APP
Stroma,Bcell,5.203406199872636e-07,SLIT2,APP
Tcell,Bcell,1.5697004126612223e-06,SLIT2,APP
Bcell,Endothelial,7.825133397048536e-07,SLIT2,APP
Endothelial,Endothelial,0.0001407672218430567,SLIT2,APP
Macrophage,Endothelial,4.072973698163213e-07,SLIT2,APP
Malignant,Endothelial,1.666653248060816e-07,SLIT2,APP
Stroma,Endothelial,4.0501534394162583e-07,SLIT2,APP
Tcell,Endothelial,2.820795403292594e-07,SLIT2,APP
Bcell,Macrophage,3.265312215506519e-07,SLIT2,APP
Endothelial,Macrophage,1.2553200333028382e-07,SLIT2,APP
Macrophage,Macrophage,5.708495942931724e-05,SLIT2,APP
Malignant,Macrophage,5.79177047774704e-07,SLIT2,APP
Stroma,Macrophage,3.175468480210215e-07,SLIT2,APP
Tcell,Macrophage,5.415739792735412e-07,SLIT2,APP
Bcell,Malignant,7.04036229270127e-08,SLIT2,APP
Endothelial,Malignant,7.331034127429555e-07,SLIT2,APP
Macrophage,Malignant,1.4745468222075344e-07,SLIT2,APP
Malignant,Malignant,5.598958257350295e-06,SLIT2,APP
Stroma,Malignant,3.22674658254284e-07,SLIT2,APP
Tcell,Malignant,6.815743410730345e-08,SLIT2,APP
Bcell,Stroma,2.5515275654825086e-07,SLIT2,APP
Endothelial,Stroma,5.254569260879115e-06,SLIT2,APP
Macrophage,Stroma,3.966808848145375e-07,SLIT2,APP
Malignant,Stroma,4.437248211753241e-07,SLIT2,APP
Stroma,Stroma,3.608072253231651e-05,SLIT2,APP
Tcell,Stroma,3.428843850458735e-08,SLIT2,APP
Bcell,Tcell,1.0276301661526674e-06,SLIT2,APP
Endothelial,Tcell,0.0,SLIT2,APP
Macrophage,Tcell,9.821280574988204e-08,SLIT2,APP
Malignant,Tcell,3.580091897647013e-08,SLIT2,APP
Stroma,Tcell,9.063669095991253e-07,SLIT2,APP
Tcell,Tcell,0.0003814449891453521,SLIT2,APP
Bcell,Bcell,0.00017132142442312807,SLIT2,ROBO1
Endothelial,Bcell,0.0,SLIT2,ROBO1
Macrophage,Bcell,4.265202965396788e-06,SLIT2,ROBO1
Malignant,Bcell,8.557168385557477e-08,SLIT2,ROBO1
Stroma,Bcell,8.67382687695497e-07,SLIT2,ROBO1
Tcell,Bcell,1.8773347868757974e-05,SLIT2,ROBO1
Bcell,Endothelial,0.0,SLIT2,ROBO1
Endothelial,Endothelial,1.2116452513050703e-05,SLIT2,ROBO1
Macrophage,Endothelial,7.033264666194102e-06,SLIT2,ROBO1
Malignant,Endothelial,9.361254463667281e-08,SLIT2,ROBO1
Stroma,Endothelial,0.0,SLIT2,ROBO1
Tcell,Endothelial,0.0,SLIT2,ROBO1
Bcell,Macrophage,0.0,SLIT2,ROBO1
Endothelial,Macrophage,1.5974942815553411e-06,SLIT2,ROBO1
Macrophage,Macrophage,1.4989446750958345e-05,SLIT2,ROBO1
Malignant,Macrophage,5.744480082415767e-07,SLIT2,ROBO1
Stroma,Macrophage,3.42215977459877e-06,SLIT2,ROBO1
Tcell,Macrophage,3.090346442933616e-05,SLIT2,ROBO1
Bcell,Malignant,1.5634244023273392e-07,SLIT2,ROBO1
Endothelial,Malignant,5.556610406857017e-07,SLIT2,ROBO1
Macrophage,Malignant,2.1737398329374435e-07,SLIT2,ROBO1
Malignant,Malignant,1.7365792449766719e-06,SLIT2,ROBO1
Stroma,Malignant,1.2620474373632056e-06,SLIT2,ROBO1
Tcell,Malignant,4.689981087341833e-07,SLIT2,ROBO1
Bcell,Stroma,7.797775503246338e-08,SLIT2,ROBO1
Endothelial,Stroma,5.224737516819978e-06,SLIT2,ROBO1
Macrophage,Stroma,5.4462031526114545e-09,SLIT2,ROBO1
Malignant,Stroma,1.2066356868062554e-06,SLIT2,ROBO1
Stroma,Stroma,6.723331675633674e-06,SLIT2,ROBO1
Tcell,Stroma,2.5630836440523605e-08,SLIT2,ROBO1
Bcell,Tcell,0.0,SLIT2,ROBO1
Endothelial,Tcell,0.0,SLIT2,ROBO1
Macrophage,Tcell,9.52761835825156e-06,SLIT2,ROBO1
Malignant,Tcell,0.0,SLIT2,ROBO1
Stroma,Tcell,0.0,SLIT2,ROBO1
Tcell,Tcell,2.8272013697200183e-05,SLIT2,ROBO1
Bcell,Bcell,0.00015182306913113876,SLIT2,SDC1
Endothelial,Bcell,0.0,SLIT2,SDC1
Macrophage,Bcell,5.224018564286408e-08,SLIT2,SDC1
Malignant,Bcell,3.873466071220107e-08,SLIT2,SDC1
Stroma,Bcell,2.73847218148747e-07,SLIT2,SDC1
Tcell,Bcell,1.5870510363536545e-06,SLIT2,SDC1
Bcell,Endothelial,1.0396626488694971e-06,SLIT2,SDC1
Endothelial,Endothelial,0.0001100085567555421,SLIT2,SDC1
Macrophage,Endothelial,8.906793699268658e-08,SLIT2,SDC1
Malignant,Endothelial,5.8775865604870817e-08,SLIT2,SDC1
Stroma,Endothelial,6.150681466861231e-07,SLIT2,SDC1
Tcell,Endothelial,4.1578665923478567e-07,SLIT2,SDC1
Bcell,Macrophage,4.990250051511312e-08,SLIT2,SDC1
Endothelial,Macrophage,1.0215003481320384e-07,SLIT2,SDC1
Macrophage,Macrophage,3.704340492396536e-05,SLIT2,SDC1
Malignant,Macrophage,4.907559713231643e-07,SLIT2,SDC1
Stroma,Macrophage,1.1867787462070032e-07,SLIT2,SDC1
Tcell,Macrophage,5.337397204675291e-07,SLIT2,SDC1
Bcell,Malignant,4.348050201318916e-08,SLIT2,SDC1
Endothelial,Malignant,1.3263809825047641e-07,SLIT2,SDC1
Macrophage,Malignant,8.774087880674266e-08,SLIT2,SDC1
Malignant,Malignant,3.468690390484542e-06,SLIT2,SDC1
Stroma,Malignant,3.3569062974717725e-08,SLIT2,SDC1
Tcell,Malignant,4.1132909894112616e-08,SLIT2,SDC1
Bcell,Stroma,1.860924595933198e-07,SLIT2,SDC1
Endothelial,Stroma,8.092327202028611e-07,SLIT2,SDC1
Macrophage,Stroma,1.2575666447280593e-07,SLIT2,SDC1
Malignant,Stroma,9.203925278088703e-08,SLIT2,SDC1
Stroma,Stroma,2.5797929166162997e-05,SLIT2,SDC1
Tcell,Stroma,6.540548903046773e-08,SLIT2,SDC1
Bcell,Tcell,1.549954389954372e-07,SLIT2,SDC1
Endothelial,Tcell,0.0,SLIT2,SDC1
Macrophage,Tcell,1.7656451996340326e-08,SLIT2,SDC1
Malignant,Tcell,2.7891370620417002e-08,SLIT2,SDC1
Stroma,Tcell,1.0053372257533686e-07,SLIT2,SDC1
Tcell,Tcell,0.00021447068612689114,SLIT2,SDC1
Bcell,Bcell,0.00015182306913113876,SLIT2,SDC1
Endothelial,Bcell,0.0,SLIT2,SDC1
Macrophage,Bcell,5.224018564286408e-08,SLIT2,SDC1
Malignant,Bcell,3.873466071220107e-08,SLIT2,SDC1
Stroma,Bcell,2.73847218148747e-07,SLIT2,SDC1
Tcell,Bcell,1.5870510363536545e-06,SLIT2,SDC1
Bcell,Endothelial,1.0396626488694971e-06,SLIT2,SDC1
Endothelial,Endothelial,0.0001100085567555421,SLIT2,SDC1
Macrophage,Endothelial,8.906793699268658e-08,SLIT2,SDC1
Malignant,Endothelial,5.8775865604870817e-08,SLIT2,SDC1
Stroma,Endothelial,6.150681466861231e-07,SLIT2,SDC1
Tcell,Endothelial,4.1578665923478567e-07,SLIT2,SDC1
Bcell,Macrophage,4.990250051511312e-08,SLIT2,SDC1
Endothelial,Macrophage,1.0215003481320384e-07,SLIT2,SDC1
Macrophage,Macrophage,3.704340492396536e-05,SLIT2,SDC1
Malignant,Macrophage,4.907559713231643e-07,SLIT2,SDC1
Stroma,Macrophage,1.1867787462070032e-07,SLIT2,SDC1
Tcell,Macrophage,5.337397204675291e-07,SLIT2,SDC1
Bcell,Malignant,4.348050201318916e-08,SLIT2,SDC1
Endothelial,Malignant,1.3263809825047641e-07,SLIT2,SDC1
Macrophage,Malignant,8.774087880674266e-08,SLIT2,SDC1
Malignant,Malignant,3.468690390484542e-06,SLIT2,SDC1
Stroma,Malignant,3.3569062974717725e-08,SLIT2,SDC1
Tcell,Malignant,4.1132909894112616e-08,SLIT2,SDC1
Bcell,Stroma,1.860924595933198e-07,SLIT2,SDC1
Endothelial,Stroma,8.092327202028611e-07,SLIT2,SDC1
Macrophage,Stroma,1.2575666447280593e-07,SLIT2,SDC1
Malignant,Stroma,9.203925278088703e-08,SLIT2,SDC1
Stroma,Stroma,2.5797929166162997e-05,SLIT2,SDC1
Tcell,Stroma,6.540548903046773e-08,SLIT2,SDC1
Bcell,Tcell,1.549954389954372e-07,SLIT2,SDC1
Endothelial,Tcell,0.0,SLIT2,SDC1
Macrophage,Tcell,1.7656451996340326e-08,SLIT2,SDC1
Malignant,Tcell,2.7891370620417002e-08,SLIT2,SDC1
Stroma,Tcell,1.0053372257533686e-07,SLIT2,SDC1
Tcell,Tcell,0.00021447068612689114,SLIT2,SDC1
Bcell,Bcell,0.00015182306913113876,SLIT2,SDC1
Endothelial,Bcell,0.0,SLIT2,SDC1
Macrophage,Bcell,5.224018564286408e-08,SLIT2,SDC1
Malignant,Bcell,3.873466071220107e-08,SLIT2,SDC1
Stroma,Bcell,2.73847218148747e-07,SLIT2,SDC1
Tcell,Bcell,1.5870510363536545e-06,SLIT2,SDC1
Bcell,Endothelial,1.0396626488694971e-06,SLIT2,SDC1
Endothelial,Endothelial,0.0001100085567555421,SLIT2,SDC1
Macrophage,Endothelial,8.906793699268658e-08,SLIT2,SDC1
Malignant,Endothelial,5.8775865604870817e-08,SLIT2,SDC1
Stroma,Endothelial,6.150681466861231e-07,SLIT2,SDC1
Tcell,Endothelial,4.1578665923478567e-07,SLIT2,SDC1
Bcell,Macrophage,4.990250051511312e-08,SLIT2,SDC1
Endothelial,Macrophage,1.0215003481320384e-07,SLIT2,SDC1
Macrophage,Macrophage,3.704340492396536e-05,SLIT2,SDC1
Malignant,Macrophage,4.907559713231643e-07,SLIT2,SDC1
Stroma,Macrophage,1.1867787462070032e-07,SLIT2,SDC1
Tcell,Macrophage,5.337397204675291e-07,SLIT2,SDC1
Bcell,Malignant,4.348050201318916e-08,SLIT2,SDC1
Endothelial,Malignant,1.3263809825047641e-07,SLIT2,SDC1
Macrophage,Malignant,8.774087880674266e-08,SLIT2,SDC1
Malignant,Malignant,3.468690390484542e-06,SLIT2,SDC1
Stroma,Malignant,3.3569062974717725e-08,SLIT2,SDC1
Tcell,Malignant,4.1132909894112616e-08,SLIT2,SDC1
Bcell,Stroma,1.860924595933198e-07,SLIT2,SDC1
Endothelial,Stroma,8.092327202028611e-07,SLIT2,SDC1
Macrophage,Stroma,1.2575666447280593e-07,SLIT2,SDC1
Malignant,Stroma,9.203925278088703e-08,SLIT2,SDC1
Stroma,Stroma,2.5797929166162997e-05,SLIT2,SDC1
Tcell,Stroma,6.540548903046773e-08,SLIT2,SDC1
Bcell,Tcell,1.549954389954372e-07,SLIT2,SDC1
Endothelial,Tcell,0.0,SLIT2,SDC1
Macrophage,Tcell,1.7656451996340326e-08,SLIT2,SDC1
Malignant,Tcell,2.7891370620417002e-08,SLIT2,SDC1
Stroma,Tcell,1.0053372257533686e-07,SLIT2,SDC1
Tcell,Tcell,0.00021447068612689114,SLIT2,SDC1
Bcell,Bcell,0.00024545644858424117,SLIT2,APP
Endothelial,Bcell,0.0,SLIT2,APP
